name,address,address_line_2,city,province,postal_code,latitude,longitude,phone,email,fuel_brand,price_zone,available_fuel_types,fuel_prices_petrol_95,fuel_prices_petrol_93,fuel_prices_diesel_50ppm,fuel_prices_diesel_500ppm,other_offerings,contact_1_name,contact_1_surname,contact_1_email,contact_1_office_phone,contact_1_mobile_phone,contact_2_name,contact_2_surname,contact_2_email,contact_2_office_phone,contact_2_mobile_phone,vat_number
Shell Newton Park Service Station	39 Cape Rd	Newton Park	Port Elizabeth	Eastern Cape	6045	-33.9411	25.559199999999997	021 555 7788	newtonpark@shell.co.za	Shell	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager19	manager19@shell.co.za	021 555 7789	082 700 1000	Assistant	Manager19	assistant19@shell.co.za	021 555 7790	083 700 2000	7200000019
BP Walmer Service Station	40 Heugh Rd	Walmer	Port Elizabeth	Eastern Cape	6070	-33.9795	25.5514	021 555 7788	walmer@bp.co.za	BP	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager20	manager20@bp.co.za	021 555 7789	082 700 1000	Assistant	Manager20	assistant20@bp.co.za	021 555 7790	083 700 2000	7200000020
Total Central Service Station	41 Govan Mbeki Ave	Central	Port Elizabeth	Eastern Cape	6001	-33.9567	25.6067	021 555 7788	central@total.co.za	Total	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager21	manager21@total.co.za	021 555 7789	082 700 1000	Assistant	Manager21	assistant21@total.co.za	021 555 7790	083 700 2000	7200000021
Shell Brandwag Service Station	42 Nelson Mandela Dr	Brandwag	Bloemfontein	Free State	9301	-29.1141	26.218700000000002	011 555 7788	brandwag@shell.co.za	Shell	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager22	manager22@shell.co.za	011 555 7789	082 700 1000	Assistant	Manager22	assistant22@shell.co.za	011 555 7790	083 700 2000	7200000022
BP Langenhoven Park Service Station	43 Wynand Mouton Dr	Langenhoven Park	Bloemfontein	Free State	9301	-29.0813	26.1624	011 555 7788	langenhovenpark@bp.co.za	BP	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager23	manager23@bp.co.za	011 555 7789	082 700 1000	Assistant	Manager23	assistant23@bp.co.za	011 555 7790	083 700 2000	7200000023
Engen Westdene Service Station	44 Curie Ave	Westdene	Bloemfontein	Free State	9301	-29.1078	26.2062	011 555 7788	westdene@engen.co.za	Engen	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager24	manager24@engen.co.za	011 555 7789	082 700 1000	Assistant	Manager24	assistant24@engen.co.za	011 555 7790	083 700 2000	7200000024
Total Polokwane Central Service Station	45 Landdros Mare St	Polokwane Central	Polokwane	Limpopo	0700	-23.8997	29.473699999999997	011 555 7788	polokwanecentral@total.co.za	Total	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager25	manager25@total.co.za	011 555 7789	082 700 1000	Assistant	Manager25	assistant25@total.co.za	011 555 7790	083 700 2000	7200000025
Shell Rustenburg Central Service Station	46 Nelson Mandela Dr	Rustenburg Central	Rustenburg	North West	0300	-25.6616	27.2476	011 555 7788	rustenburgcentral@shell.co.za	Shell	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager26	manager26@shell.co.za	011 555 7789	082 700 1000	Assistant	Manager26	assistant26@shell.co.za	011 555 7790	083 700 2000	7200000026
BP Nelspruit Central Service Station	47 Samora Machel Dr	Nelspruit Central	Mbombela	Mpumalanga	1200	-25.4695	30.9756	011 555 7788	nelspruitcentral@bp.co.za	BP	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager27	manager27@bp.co.za	011 555 7789	082 700 1000	Assistant	Manager27	assistant27@bp.co.za	011 555 7790	083 700 2000	7200000027
Engen Civic Centre Service Station	48 Du Toitspan Rd	Civic Centre	Kimberley	Northern Cape	8301	-28.727	24.7695	011 555 7788	civiccentre@engen.co.za	Engen	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager28	manager28@engen.co.za	011 555 7789	082 700 1000	Assistant	Manager28	assistant28@engen.co.za	011 555 7790	083 700 2000	7200000028
Shell Rosebank Service Station	49 Oxford Rd	Rosebank	Johannesburg	Gauteng	2196	-26.1411	28.0476	011 555 7788	rosebank@shell.co.za	Shell	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager29	manager29@shell.co.za	011 555 7789	082 700 1000	Assistant	Manager29	assistant29@shell.co.za	011 555 7790	083 700 2000	7200000029
BP Parktown Service Station	50 Jan Smuts Ave	Parktown	Johannesburg	Gauteng	2193	-26.1758	28.0475	011 555 7788	parktown@bp.co.za	BP	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager30	manager30@bp.co.za	011 555 7789	082 700 1000	Assistant	Manager30	assistant30@bp.co.za	011 555 7790	083 700 2000	7200000030
Engen Orange Grove Service Station	51 Louis Botha Ave	Orange Grove	Johannesburg	Gauteng	2192	-26.151	28.0778	011 555 7788	orangegrove@engen.co.za	Engen	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager31	manager31@engen.co.za	011 555 7789	082 700 1000	Assistant	Manager31	assistant31@engen.co.za	011 555 7790	083 700 2000	7200000031
Sasol Linden Service Station	52 Beyers Naude Dr	Linden	Johannesburg	Gauteng	2195	-26.127	28.0043	011 555 7788	linden@sasol.co.za	Sasol	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager32	manager32@sasol.co.za	011 555 7789	082 700 1000	Assistant	Manager32	assistant32@sasol.co.za	011 555 7790	083 700 2000	7200000032
Total Randburg Service Station	53 Republic Rd	Randburg	Johannesburg	Gauteng	2125	-26.0953	28.005	011 555 7788	randburg@total.co.za	Total	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager33	manager33@total.co.za	011 555 7789	082 700 1000	Assistant	Manager33	assistant33@total.co.za	011 555 7790	083 700 2000	7200000033
Shell Arcadia Service Station	54 Pretorius St	Arcadia	Pretoria	Gauteng	0083	-25.7405	28.2216	011 555 7788	arcadia@shell.co.za	Shell	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager34	manager34@shell.co.za	011 555 7789	082 700 1000	Assistant	Manager34	assistant34@shell.co.za	011 555 7790	083 700 2000	7200000034
BP Brooklyn Service Station	55 Middel St	Brooklyn	Pretoria	Gauteng	0181	-25.7636	28.2404	011 555 7788	brooklyn@bp.co.za	BP	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager35	manager35@bp.co.za	011 555 7789	082 700 1000	Assistant	Manager35	assistant35@bp.co.za	011 555 7790	083 700 2000	7200000035
Engen Wonderboom Service Station	56 Rachel de Beer St	Wonderboom	Pretoria	Gauteng	0182	-25.6463	28.191300000000002	011 555 7788	wonderboom@engen.co.za	Engen	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager36	manager36@engen.co.za	011 555 7789	082 700 1000	Assistant	Manager36	assistant36@engen.co.za	011 555 7790	083 700 2000	7200000036
Sasol Hatfield Service Station	57 Church St	Hatfield	Pretoria	Gauteng	0083	-25.7394	28.2425	011 555 7788	hatfield@sasol.co.za	Sasol	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager37	manager37@sasol.co.za	011 555 7789	082 700 1000	Assistant	Manager37	assistant37@sasol.co.za	011 555 7790	083 700 2000	7200000037
Shell Claremont Service Station	58 Main Rd	Claremont	Cape Town	Western Cape	7708	-33.9722	18.4745	021 555 7788	claremont@shell.co.za	Shell	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager38	manager38@shell.co.za	021 555 7789	082 700 1000	Assistant	Manager38	assistant38@shell.co.za	021 555 7790	083 700 2000	7200000038
BP Sea Point Service Station	59 Regent Rd	Sea Point	Cape Town	Western Cape	8005	-33.9129	18.3897	021 555 7788	seapoint@bp.co.za	BP	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager39	manager39@bp.co.za	021 555 7789	082 700 1000	Assistant	Manager39	assistant39@bp.co.za	021 555 7790	083 700 2000	7200000039
Engen Woodstock Service Station	60 Albert Rd	Woodstock	Cape Town	Western Cape	7925	-33.9202	18.456799999999998	021 555 7788	woodstock@engen.co.za	Engen	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager40	manager40@engen.co.za	021 555 7789	082 700 1000	Assistant	Manager40	assistant40@engen.co.za	021 555 7790	083 700 2000	7200000040
Total Bellville Service Station	61 Voortrekker Rd	Bellville	Cape Town	Western Cape	7530	-33.8944	18.6387	021 555 7788	bellville@total.co.za	Total	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager41	manager41@total.co.za	021 555 7789	082 700 1000	Assistant	Manager41	assistant41@total.co.za	021 555 7790	083 700 2000	7200000041
Caltex Rondebosch Service Station	62 Main Rd	Rondebosch	Cape Town	Western Cape	7700	-33.9549	18.485200000000003	021 555 7788	rondebosch@caltex.co.za	Caltex	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager42	manager42@caltex.co.za	021 555 7789	082 700 1000	Assistant	Manager42	assistant42@caltex.co.za	021 555 7790	083 700 2000	7200000042
Shell Glenwood Service Station	63 Umbilo Rd	Glenwood	Durban	KwaZulu-Natal	4001	-29.8577	31.0055	021 555 7788	glenwood@shell.co.za	Shell	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager43	manager43@shell.co.za	021 555 7789	082 700 1000	Assistant	Manager43	assistant43@shell.co.za	021 555 7790	083 700 2000	7200000043
BP Westville Service Station	64 Jan Hofmeyr Rd	Westville	Durban	KwaZulu-Natal	3629	-29.826	30.9507	021 555 7788	westville@bp.co.za	BP	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager44	manager44@bp.co.za	021 555 7789	082 700 1000	Assistant	Manager44	assistant44@bp.co.za	021 555 7790	083 700 2000	7200000044
Engen Pinetown Service Station	65 Old Main Rd	Pinetown	Durban	KwaZulu-Natal	3610	-29.8114	30.8633	021 555 7788	pinetown@engen.co.za	Engen	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager45	manager45@engen.co.za	021 555 7789	082 700 1000	Assistant	Manager45	assistant45@engen.co.za	021 555 7790	083 700 2000	7200000045
Sasol Morningside Service Station	66 Florida Rd	Morningside	Durban	KwaZulu-Natal	4001	-29.8273	31.019099999999998	021 555 7788	morningside@sasol.co.za	Sasol	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager46	manager46@sasol.co.za	021 555 7789	082 700 1000	Assistant	Manager46	assistant46@sasol.co.za	021 555 7790	083 700 2000	7200000046
Shell Newton Park Service Station	67 Cape Rd	Newton Park	Port Elizabeth	Eastern Cape	6045	-33.9355	25.564799999999998	021 555 7788	newtonpark@shell.co.za	Shell	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager47	manager47@shell.co.za	021 555 7789	082 700 1000	Assistant	Manager47	assistant47@shell.co.za	021 555 7790	083 700 2000	7200000047
BP Walmer Service Station	68 Heugh Rd	Walmer	Port Elizabeth	Eastern Cape	6070	-33.9739	25.557	021 555 7788	walmer@bp.co.za	BP	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager48	manager48@bp.co.za	021 555 7789	082 700 1000	Assistant	Manager48	assistant48@bp.co.za	021 555 7790	083 700 2000	7200000048
Total Central Service Station	69 Govan Mbeki Ave	Central	Port Elizabeth	Eastern Cape	6001	-33.9511	25.612299999999998	021 555 7788	central@total.co.za	Total	Coastal	Petrol 95|Diesel 50ppm	24		23.7	23.2	Convenience Store|ATM|Car Wash	Station	Manager49	manager49@total.co.za	021 555 7789	082 700 1000	Assistant	Manager49	assistant49@total.co.za	021 555 7790	083 700 2000	7200000049
Shell Brandwag Service Station	70 Nelson Mandela Dr	Brandwag	Bloemfontein	Free State	9301	-29.1085	26.224300000000003	011 555 7788	brandwag@shell.co.za	Shell	Inland	Petrol 95|Diesel 50ppm	25.2	24.7	25	24.5	Convenience Store|ATM|Car Wash	Station	Manager50	manager50@shell.co.za	011 555 7789	082 700 1000	Assistant	Manager50	assistant50@shell.co.za	011 555 7790	083 700 2000	7200000050
